Reading,ReadingFurigana,ReadingKana,Occurences,ReadingFrequency,PitchPositions,Definitions
チクタク,チクタク,チクタク,36,49965,"1,2","tick-tock,tick-tack,sound of clock"
頼太,頼太,,36,178434,,Raita
輩,輩[やから],やから,36,5976,1,"party (of people),set (of people),clan,family,fellow"
落書き,落[らく]書[が]き,らくがき,36,7942,0,"scrawl,scribble,graffiti,doodle"
弥生,弥生[やよい],やよい,36,26025,0,"third month of the lunar calendar,Yayoi period (ca. 300 BCE-300 CE),Yayoi culture,thick growth (of grass, etc.)"
何だこりゃ,何[なん]だこりゃ,なんだこりゃ,36,14368,,what on Earth is this?
座布団,座[ざ]布[ぶ]団[とん],ざぶとん,36,16467,2,"zabuton,flat floor cushion used when sitting or kneeling; usu. rectangular"
菊代,菊代,,36,99408,,Kikuyo
立ち入り禁止,立[た]ち入[い]り禁[きん]止[し],たちいりきんし,36,8005,0,"off-limits,restricted,forbidden,No Entry,No Trespassing,No Admittance,Off Limits,Keep Out,Keep Off"
亭,亭[てい],てい,36,15645,1,"arbor,arbour,bower,pavilion,suffix forming the final part of the pseudonyms of some writers and performers,suffix forming the final part of the name of a restaurant"
何て,何[なん]て,なんて,36,2810,1,"how ...!,what ...!,what?,what's that?"
いてる,いてる,いてる,36,4508,2,"to freeze,to freeze over"
この間,この間[あいだ],このあいだ,36,1403,0,"meanwhile,in the meantime,the other day,lately,recently,during this period"
勘,勘[かん],かん,36,2924,0,"perception,intuition,the sixth sense"
脚本家,脚[きゃく]本[ほん]家[か],きゃくほんか,36,27466,0,"scriptwriter,playwright,scenario writer"
明かす,明[あ]かす,あかす,36,3966,"0,2","to pass (the night),to spend,to reveal,to divulge,to disclose,to expose,to prove,to verify"
大至急,大[だい]至[し]急[きゅう],だいしきゅう,36,9845,3,"as soon as possible,ASAP"
坊,坊[ぼう],ぼう,36,3499,1,"bonze,monk,monk's dwelling,boy,son,sonny,I,me,little,person who is ..."
発射,発[はっ]射[しゃ],はっしゃ,36,5050,0,"firing (esp. a rocket or missile),launching,shooting,discharge,catapult,ejaculation"
さえる,さえる,さえる,36,13542,2,"to be clear (of a sight, sound, colour, etc.),to be bright,to be vivid,to be crisp,to be clear-headed,to be alert,to be on the ball,to be wide awake,to look upbeat,to be perky,to be cheerful,to master (a skill),to excel at,to cleanly execute,to be satisfying,to become frigid,to become intensely cold"
右足,右[みぎ]足[あし],みぎあし,36,8108,0,"right leg,right foot"
テン,テン,テン,36,7983,1,"10,ten"
毒針,毒[どく]針[しん],どくしん,36,33097,0,"needle covered with poison,sting (of a bee, etc.),stinger"
おめでとう,おめでとう,おめでとう,36,1213,0,"congratulations!,well done!,best wishes!,all the best!"
わがまま,わがまま,わがまま,36,2165,"3,4","selfish,egoist,self-indulgent,wilful,willful"
加賀爪,加賀爪,,36,161033,,"Kagatsume,Kagazume,Kakatsume"
ルトガー,ルトガー,ルトガー,36,131883,,Rutger
下る,下[さが]る,さがる,36,3796,2,"to come down,to go down,to fall,to drop,to sink,to get lower,to hang,to dangle,to move back,to step back,to withdraw,to retire,to deteriorate,to fall off,to be downgraded,to get closer to the present day,below,south of"
よそ,よそ,よそ,36,2459,"2,1","another place,somewhere else,strange parts,outside (one's family or group),someone else,other people,not caring for,being indifferent to,taking little notice of,ignoring,neglecting"
舞衣,舞[まい]衣[ぎぬ],まいぎぬ,36,83756,"0,3","clothes worn in traditional Japanese dance,costume worn by goddesses and dragon girls"
たんだい,たんだい,たんだい,36,5666,0,"junior college,vocationally oriented two or three year post-secondary education institution"
着替え,着[き]替[が]え,きがえ,36,4068,0,"changing clothes,change of clothes"
明ける,明[あ]ける,あける,36,4810,0,"to open (a door, etc.),to unwrap (e.g. parcel, package),to unlock,to open (for business, etc.),to empty,to remove,to make space,to make room,to move out,to clear out,to be away from (e.g. one's house),to leave (temporarily),to dawn,to grow light,to end (of a period, season),to begin (of the New Year),to leave (one's schedule) open,to make time (for),to make (a hole),to open up (a hole)"
梅津,梅津,,36,79364,,"Unozu,Umitsu,Umezawa,Umetsu,Umezu,Urozu,Baitsu"
じょ,じょ,じょ,36,4822,"0,2","help,rescue,assistant"
バット,バット,バット,36,7588,1,"bat (in baseball, cricket, etc.)"
霊,霊[たましい],たましい,36,5203,1,"soul,spirit,mind,willpower,vitality,something as important as one's own life,something invaluable,inherent spirit of something,state of mind"
採る,採[と]る,とる,36,5849,1,"to adopt (a method, proposal, etc.),to take (a measure, course of action, etc.),to decide on,to pick (e.g. flowers),to gather (e.g. mushrooms),to catch (e.g. insects),to extract (e.g. juice),to take (e.g. a sample),to assume (an attitude),to take on (workers, students),to employ,to hire,to draw in (e.g. water),to let in (e.g. light from a window)"
占い,占[うらな]い,うらない,36,6048,"0,3","fortune-telling,divination,fortune-teller,diviner"
養子,養[よう]子[し],ようし,36,9247,0,"adopted child (usu. male),son-in-law"
市川,市川,,36,33019,2,"Ichikafu,Icchikawa,Ichika,Ichikaha,Ichikawa,Ichigawa"
別々,別[べつ]々[べつ],べつべつ,36,4908,0,"separate,respective,different"
展子,展子,,36,120280,,"Nobuko,Hiroko,Noriko"
徹底的,徹[てっ]底[てい]的[てき],てっていてき,36,3023,0,"thorough,exhaustive,complete"
暗号文,暗[あん]号[ごう]文[ぶん],あんごうぶん,36,50545,"3,0","cryptogram,cipher text"
タイ,タイ,タイ,36,9823,1,"sea bream (esp. Pagrus major),porgy"
セキュリティー,セキュリティー,セキュリティー,36,16001,2,security
フェイク,フェイク,フェイク,36,14486,1,fake
あたかも,あたかも,あたかも,36,12851,1,"as if,as it were,as though,right then,just then,at that moment"
後ほど,後[のち]ほど,のちほど,36,7255,0,"later on,eventually,afterwards"
映写機,映[えい]写[しゃ]機[き],えいしゃき,36,48081,3,"movie projector,film projector,cine projector"
死後硬直,死[し]後[ご]硬[こう]直[ちょく],しごこうちょく,36,39788,3,rigor mortis
ぎょうさん,ぎょうさん,ぎょうさん,36,22079,3,"a lot,plenty,abundant,great many,exaggerated,grandiose"
ポスト,ポスト,ポスト,36,8295,1,"postbox,mailbox,mail box,pillar box,post,position,post (e.g. goalpost),post- (e.g. post-Cold War)"
夏江,夏江,,36,110915,,Natsue
観念,観[かん]念[ねん],かんねん,36,6151,1,"idea,notion,concept,conception,sense (e.g. of duty),resignation (to one's fate),acceptance,preparedness,observation and contemplation,meditation"
お電話,お電[でん]話[わ],おでんわ,36,5463,2,"telephone call,telephone (device)"
司,司[つかさ],つかさ,36,13941,1,"office,official,chief,head,person (usually a woman) who officiates at religious ceremonies (on the Yaeyama Islands in Okinawa)"
これで,これで,これで,35,2591,,"here,with this"
決勝,決[けっ]勝[しょう],けっしょう,35,9842,0,"decision of a contest,finals (in sports)"
ヤジ馬,ヤジ馬[うま],ヤジうま,35,70002,0,"curious onlookers,rubbernecks"
振袖,振[ふり]袖[そで],ふりそで,35,54185,"0,4",long-sleeved kimono
藤井,藤井,,35,27223,0,"Fujii,Fuabio,Fushii,Fujii"
カーブ,カーブ,カーブ,35,12144,1,"curve,turn,bend,curveball,curve ball"
上住,上住,,35,163624,,"Uezumi,Uesumi"
つなげる,つなげる,つなげる,35,6605,0,"to connect,to tie,to fasten,to transfer (phone call)"
義郎,義郎,,35,116139,,"Yoshio,Yoshirou"
れい,れい,れい,35,8291,"0,1","thanks,gratitude,manners,etiquette,bow (i.e. bending of the body),bowing,reward,gift,ceremony,ritual,key money"
局,局[きょく],きょく,35,5324,1,"bureau,department,office (e.g. post, telephone),broadcasting station (e.g. television, radio),channel,exchange,affair,situation,game (of go, shogi, etc.)"
荻,荻[おぎ],おぎ,35,66218,1,Amur silvergrass (Miscanthus sacchariflorus)
これなら,これなら,これなら,35,2716,3,"this one,with this,in this way"
リハーサル,リハーサル,リハーサル,35,14815,"2,0",rehearsal
翼,翼[つばさ],つばさ,35,3934,0,"wing,Chinese ""Wings"" constellation (one of the 28 mansions),counter for birds or bird wings"
一見,一[いっ]見[けん],いっけん,35,3799,"0,2","first meeting,apparently,seemingly,at first glance,on the face of it,look,glimpse,glance"
うかがう,うかがう,うかがう,35,4677,0,"to call on someone,to call at a place,to pay a visit,to wait on someone,to ask,to inquire,to hear,to be told,to implore (a god for an oracle),to seek direction (from your superior),to speak to (a large crowd at a theatre, etc.)"
話は別,話[はなし]は別[べつ],はなしはべつ,35,7689,,"that's a different matter,that's a different story"
身代わり,身[み]代[が]わり,みがわり,35,7969,"0,4","substitution (for someone else),substitute,stand-in,scapegoat,sacrifice"
人違い,人[ひと]違[ちが]い,ひとちがい,35,6827,3,"mistaking one person for another,(case of) mistaken identity"
小道具,小[こ]道[どう]具[ぐ],こどうぐ,35,15338,2,"small tool,gadget,(stage) properties,prop,prop master"
絶好,絶[ぜっ]好[こう],ぜっこう,35,5496,0,"best,ideal,perfect"
ゲート,ゲート,ゲート,35,7339,1,"gate (for entry, boarding, etc.),gate,logic element"
佐知子,佐知子,,35,66375,,"Chisako,Sachiko,Satoko"
万馬券,万[まん]馬[ば]券[けん],まんばけん,35,55818,3,betting ticket with a payout of at least 100 times
中庭,中[なか]庭[にわ],なかにわ,35,8238,"4,0","courtyard,quadrangle,middle court"
近づける,近[ちか]づける,ちかづける,35,2819,4,"to bring near,to bring close,to let go near,to associate with,to bring (people) together,to let come near (of a person)"
緩める,緩[ゆる]める,ゆるめる,35,6414,3,"to loosen,to slacken,to relax (attention, efforts, etc.),to let down (one's guard),to relieve (tension),to relax (a rule),to ease (e.g. restrictions),to loosen (control),to reduce (speed),to slow down,to ease up,to make more gradual (of a slope)"
同一,同[どう]一[いつ],どういつ,35,9419,0,"identical,same,one and the same,equal,fair,equal treatment,without discrimination"
障子,障[しょう]子[じ],しょうじ,35,19828,0,shoji (paper sliding door)
ジジイ,ジジイ,ジジイ,35,8411,1,"old man,old geezer"
亮子,亮子,,35,70830,,"Yoriko,Akiko,Akirako,Fusako,Riyouko"
豪,豪[ごう],ごう,35,16942,1,Australia
考えにくい,考[かんが]えにくい,かんがえにくい,35,11807,,"difficult to imagine,quite unlikely to,very doubtful,would not expect"
死角,死[し]角[かく],しかく,35,7667,0,"blind spot (e.g. of a driver),dead angle,dead ground,dead space,sector without fire"
この方,この方[かた],このかた,35,3883,"3,2","since,for the past ... (e.g. ten years),this person,this gentleman,this lady"
模型,模[も]型[けい],もけい,35,18036,0,"model,dummy,maquette"
一番上,一[いち]番[ばん]上[うえ],いちばんうえ,35,10513,,"highest,uppermost,topmost,oldest,eldest"
お弁当,お弁[べん]当[とう],おべんとう,35,2812,0,"bento,Japanese box lunch"
通り魔,通[とお]り魔[ま],とおりま,35,22045,3,"demon who brings misfortune to houses or people he passes by,random attacker,slasher"
硬直,硬[こう]直[ちょく],こうちょく,35,9183,0,"stiffening,rigidity,rigor,stiffness,ossification,petrification"
出場,出[しゅつ]場[じょう],しゅつじょう,35,6313,0,"participation (in a tournament, match, race, etc.),entry,taking part (in),competing (in),appearance,appearance (on the stage, television, etc.),exiting (a venue, train station, etc.),exit,being dispatched (of an ambulance, fire engine, etc.)"
前田,前田,,35,20919,,"Maheda,Maeda,Aeda,Fujita,Maida,Maeta"
引き金,引[ひ]き金[がね],ひきがね,35,7609,0,"trigger (of a gun, etc.),trigger (for something),immediate cause"
ＡＢ型,Ａ[エー]Ｂ[ビー]型[がた],エービーがた,35,36084,,"type AB (blood, etc.)"
所持品,所[しょ]持[じ]品[ひん],しょじひん,35,17615,"0,2","things at hand,personal belongings"
日焼け,日[ひ]焼[や]け,ひやけ,35,10982,0,"sunburn,suntan,tan,becoming discolored from the sun (e.g. of paper),yellowing,drying up (of a river, field, etc.)"
細野,細野,,35,66253,,"Hosoya,Saino,Honoso,Hosono"
ろ,ろ,ろ,35,1805,"1,2",Russia
義父,義[ぎ]父[ふ],ぎふ,35,9257,1,"father-in-law,foster father,stepfather"
羽生,羽生,,35,44897,0,"Bau,Haneo,Haneu,Hanyou,Haniyū,Hanyu,Haniu,Hashou,Hashuu,Hagyū,Hao,Haryō"
ありがたい,ありがたい,ありがたい,35,1452,4,"grateful,thankful,welcome,appreciated,evoking gratitude"
友情,友[ゆう]情[じょう],ゆうじょう,35,3408,0,"friendship,fellowship,camaraderie"
雪だるま,雪[ゆき]だるま,ゆきだるま,35,22936,3,snowman
バイオリン,バイオリン,バイオリン,35,21532,0,violin
垂れる,垂[た]れる,たれる,35,6797,2,"to hang,to droop,to dangle,to sag,to lower,to pull down,to give (e.g. lesson, instruction, scolding) (to someone of lower status),to confer,to grant,to bestow,to drip,to ooze,to trickle,to drop,to leave behind (at death),to say,to utter,to excrete (urine, feces, etc.),to let out (a fart)"
どないしたん,どないしたん,どないしたん,35,15724,,what's the matter?
せえ,せえ,せえ,35,5097,1,"consequence,outcome,result,blame,fault"
ラブラブ,ラブラブ,ラブラブ,35,9088,0,"lovey-dovey,head-over-heels in love"
さんや,さんや,さんや,35,8935,1,"hills and fields,countryside"
何となく,何[なん]となく,なんとなく,35,3780,4,"somehow or other,for some reason or another,without knowing why"
青木,青[あお]木[き],あおき,35,21231,0,"lush, green tree,Japanese laurel (Aucuba japonica),spotted laurel"
町長,町[ちょう]長[ちょう],ちょうちょう,35,32393,1,town mayor
さかい,さかい,さかい,35,11618,1,"because,since"
自販機,自[じ]販[はん]機[き],じはんき,35,11840,2,vending machine
たん,たん,たん,35,7833,"0,1","diminutive used with names, etc.,diminutive adjective ending"
荒らし,荒[あ]らし,あらし,35,29496,1,"(Internet) troll,disturber,raising havoc,laying waste,trolling,vandalism,robbery,holdup,robber,thief"
暮れる,暮[く]れる,くれる,35,4799,0,"to get dark,to grow dark,to end (of a day, year, season, etc.),to come to an end,to close,to be sunk in (e.g. despair),to be lost in (e.g. thought),to be overcome with"
せやな,せやな,せやな,35,20127,,"yeah,you're right,that's right"
脚立,脚[きゃ]立[たつ],きゃたつ,35,29871,0,"stepladder,steps"
郡,郡[ぐん],ぐん,35,20785,1,"district,county,district (of 2-20 50-home neighbourhoods or townships, in the ritsuryō period),commandery (in China)"
薄谷,薄谷,,35,175739,,"Usutani,Susukiya"
混入,混[こん]入[にゅう],こんにゅう,35,20605,0,"mixing,blending,adding,adulteration"
代,代[しろ],しろ,35,3732,2,"substitution,material,price,margin (e.g. for stapling, etc.),area required for something,shiro (unit of land area equal to one-fiftieth of a tan; approx. 19.83 m.sq.)"
薬指,薬[くすり]指[ゆび],くすりゆび,35,17350,3,"ring finger,third finger,fourth finger (in piano-playing),fourth toe"
北島,北島,,35,50865,,"Kitajima,Kidajima,Kitashima"
ボーガン,ボーガン,ボーガン,35,76612,1,"modern crossbow,bow gun"
分かれる,分[わ]かれる,わかれる,35,2761,3,"to branch,to fork,to diverge,to separate,to split,to divide,to disperse,to scatter"
千賀,千賀,,35,84620,,"Sega,Chiga,Chikashi"
ふ,ふ,ふ,35,1985,2,"cloth,fabric,material,textile,bujian (spade-shaped bronze coin of ancient China)"
三水,三[さん]水[ずい],さんずい,35,147615,0,"kanji ""water"" radical (radical 85)"
弁護,弁[べん]護[ご],べんご,35,14422,1,"defense,defence,pleading,advocacy"
システム,システム,システム,35,2580,1,system
詠美,詠美,,35,102561,,"Nagami,Eimi,Utami"
汀,汀[なぎさ],なぎさ,35,56936,0,"water's edge,beach,shore"
ましょうか,ましょうか,ましょうか,35,2818,,"shall we?,shall I?"
ストライク,ストライク,ストライク,35,10953,3,"strike (e.g. in baseball, bowling)"
おそらく,おそらく,おそらく,35,2135,2,"probably,(most) likely,in all likelihood,I suspect,I dare say,I'm afraid"
おふくろ,おふくろ,おふくろ,35,7389,0,(one's) mother
それほど,それほど,それほど,34,2303,0,"to that degree,to that extent,that much"
発掘,発[はっ]掘[くつ],はっくつ,34,10338,0,"excavation,exhumation,digging up,unearthing,discovery (of a new fact, talent, etc.),finding,unearthing"
ご案内,ご案[あん]内[ない],ごあんない,34,3858,0,"guidance,leading (the way),showing around,announcement (of one's arrival),information,notice,notification,acquaintance,knowledge,invitation"
鈍器,鈍[どん]器[き],どんき,34,20431,1,blunt weapon
早々,早[そう]々[そう],そうそう,34,3654,0,"as soon as...,just after...,immediately after...,hurriedly,in haste,quickly,promptly,early"
久々,久[ひさ]々[びさ],ひさびさ,34,2759,"0,2","(in a) long time,long time (ago),while (ago),long ago,long while (ago),(in a) long while"
疑わしい,疑[うたが]わしい,うたがわしい,34,9686,"5,0","doubtful,questionable,uncertain,disputable,suspicious"
ポケベル,ポケベル,ポケベル,34,48635,0,"pager,beeper"
不運,不[ふ]運[うん],ふうん,34,9052,1,"misfortune,bad luck,ill luck,ill fortune"
大和田,大和田,,34,55756,0,"Yamatoda,Oowada,Owada"
気合,気[き]合[あい],きあい,34,5064,0,"kiai,short shout when performing an attacking move,shout (for getting in the right mood to deal with something, etc.),cheer,yell,(fighting) spirit,motivation,effort"
ブーツ,ブーツ,ブーツ,34,13940,1,boots
引き抜く,引[ひ]き抜[ぬ]く,ひきぬく,34,6080,3,"to extract,to pull out,to draw out,to uproot,to headhunt,to lure away,to poach,to entice"
この野郎,この野[や]郎[ろう],このやろう,34,2145,,"you bastard!,you son of a bitch!"
背の高い,背[せ]の高[たか]い,せのたかい,34,11700,,tall (of a person)
見殺し,見[み]殺[ごろ]し,みごろし,34,7409,0,letting (someone) die without helping
山口,山[やま]口[ぐち],やまぐち,34,17319,"2,0","Yamaguchi (city, prefecture)"
あまりにも,あまりにも,あまりにも,34,2821,,"too much,excessive,too"
朝早く,朝[あさ]早[はや]く,あさはやく,34,6111,,early in the morning
今のうち,今[いま]のうち,いまのうち,34,2282,0,"now (while the time is ripe),while one still can"
ウミヘビ,ウミヘビ,ウミヘビ,34,76396,0,"sea snake,worm eel (Ophichthidae spp.),snake eel"
特番,特[とく]番[ばん],とくばん,34,27129,0,"special radio or television programme,television special"
手間取る,手[て]間[ま]取[ど]る,てまどる,34,8197,3,"to take more time than expected,to take a long time,to be delayed"
パンク,パンク,パンク,34,11345,"0,1","puncture,flat tyre (tire),blowout,bursting,overflowing,being jammed (e.g. phone lines),reaching breaking point,collapse,breakdown,going bankrupt"
再生,再[さい]生[せい],さいせい,34,3447,0,"restoration to life,coming to life again,resuscitation,regeneration,reformation,rehabilitation,recycling,reclamation,recovery,playback,regeneration (of video or sound),views (of an online video),regeneration (of lost or damaged tissue),regrowth,rebirth,reincarnation,recall (memory),retrieval"
暖炉,暖[だん]炉[ろ],だんろ,34,20393,1,"fireplace,hearth,stove"
ダーツ,ダーツ,ダーツ,34,28104,1,darts
三枝,三枝,,34,42861,0,"Mitsue,Mieda,Miegusa,Saekusa,Saigusa,Saikusa,Seegusa,San'eda,Mitsueda,San'e,Saeda,Saegusa"
しゃあない,しゃあない,しゃあない,34,13120,,"it can't be helped,so it goes,c'est la vie"
パスワード,パスワード,パスワード,34,11625,3,password
あやめる,あやめる,あやめる,34,25947,3,"to wound,to murder"
偽札,偽[にせ]札[さつ],にせさつ,34,48447,0,"counterfeit (paper) money,counterfeit bill,counterfeit note"
検視,検[けん]視[し],けんし,34,28634,0,"examination of a body to determine if a crime has been committed,investigation (e.g. of a crime scene)"
月光,月[げっ]光[こう],げっこう,34,14480,0,"moonlight,moonbeam"
逃走中,逃[とう]走[そう]中[ちゅう],とうそうちゅう,34,16868,,"on the run,on the lam"
しさ,しさ,しさ,34,2773,1,"suggestion,hint,implication"
立証,立[りっ]証[しょう],りっしょう,34,14877,0,"establishing proof,demonstration,substantiation"
タワー,タワー,タワー,34,13366,1,tower
埋蔵金,埋[まい]蔵[ぞう]金[きん],まいぞうきん,34,44194,0,"buried gold,buried treasure"
麗華,麗華,,34,63510,0,Uruka
ウフフ,ウフフ,ウフフ,34,3101,3,tee-hee
わりに,わりに,わりに,34,5430,"3,0","considering ...,for ...,despite ...,in spite of ...,comparatively,relatively,fairly,rather,pretty,unexpectedly"
真っ黒,真[ま]っ黒[くろ],まっくろ,34,6150,3,pitch black
それ以上,それ以[い]上[じょう],それいじょう,34,1410,,"further,above (that),greater (than that),any more"
どっちか,どっちか,どっちか,34,3289,,"either,one (of the two)"
根拠,根[こん]拠[きょ],こんきょ,34,3460,1,"basis,grounds,foundation,reason,authority,base (of operations)"
ウォッカ,ウォッカ,ウォッカ,34,37285,2,vodka
主催者,主[しゅ]催[さい]者[しゃ],しゅさいしゃ,34,16150,2,"sponsor,promoter,impresario,organizer,organiser"
果たして,果[は]たして,はたして,34,2763,2,"as was expected,just as one thought,sure enough,really,actually,ever"
駒吉,駒吉,,34,132667,,"Komakichi,Komayoshi"
有森,有森,,34,94408,2,Arimori
周年,周[しゅう]年[ねん],しゅうねん,34,10411,0,"whole year,entire year,n-th year anniversary"
ちゃあ,ちゃあ,ちゃあ,34,4698,,"since ...,if you are going to ...,adds emphasis,if (an action, etc.),one after another,indicates repeated action"
陰,陰[かげ],かげ,34,4393,1,"shade,shadow,behind (something),other side,back,the background,behind the scenes,behind someone's back,gloom (in someone's expression, nature, etc.),darkness"
湯気,湯[ゆ]気[げ],ゆげ,34,9238,1,"steam,vapour,vapor"
原本,原[げん]本[ぽん],げんぽん,34,31835,"1,0","the original,original copy,script"
命日,命[めい]日[にち],めいにち,34,11886,1,"anniversary of a person's death,monthly return of the date of someone's death"
しのう,しのう,しのう,34,30147,0,"ascus,seed pod"
すぐそば,すぐそば,すぐそば,34,8408,,"right beside,close to,nearby"
沼淵,沼淵,,34,157528,,"Numafuchi,Numabuchi"
魔法使い,魔[ま]法[ほう]使[つか]い,まほうつかい,34,8758,"4,5","magician,wizard,sorcerer,witch,mage"
修子,修子,,34,95699,,"Shuuko,Nobuko,Nariko,Nahoko,Nagako,Osako"
捜し出す,捜[さが]し出[だ]す,さがしだす,34,7498,4,"to track down,to locate,to find out,to smoke out,to ferret out,to chase up,to discover"
ヤード,ヤード,ヤード,34,24618,"1,0",yard (unit of distance)
丹波,丹[たん]波[ば],たんば,34,39470,1,"Tanba (former province located in parts of present-day Kyoto, Hyogo and Osaka prefectures)"
被告人,被[ひ]告[こく]人[にん],ひこくにん,34,17242,0,"accused,defendant,prisoner at the bar"
指先,指[ゆび]先[さき],ゆびさき,34,4645,"0,4,3","fingertip,finger,toe tip,toe"
スペース,スペース,スペース,34,4753,"2,0","(outer) space,space (piece of type),space (between letters, words, etc.),space,room"
廃ビル,廃[はい]ビル,はいビル,34,38623,,"abandoned building,derelict building"
よく言う,よく言[い]う,よくいう,34,5149,,"to say enough (as much as required),to say plenty,to say without shame,to say impudently,to say often,to say frequently,to say well,to say cleverly,to say elegantly"
彼の,彼[あ]の,あの,34,6418,1,"that,those,the"
群馬県警,群[ぐん]馬[ま]県[けん]警[けい],ぐんまけんけい,34,94210,,Gunma Prefectural Police (abbr)
週,週[しゅう],しゅう,34,3666,1,week
ピスコ,ピスコ,ピスコ,34,158206,,piston corer
西谷,西谷,,34,69353,2,"Nishiya,Nishinoya,Nishidani,Nishitani"
更衣室,更[こう]衣[い]室[しつ],こういしつ,34,11984,3,"locker room,changing room,dressing room"
たから,たから,たから,34,5865,3,treasure
孫娘,孫[まご]娘[むすめ],まごむすめ,34,16144,3,granddaughter
手元,手[て]元[もと],てもと,34,3980,3,"at hand,on hand,nearby,close at hand,way of moving one's arms,skill,money at hand,pocket money,grip,handle"
重松,重松,,34,89344,,"Shigematsu,Ematsu,Kasamatsu"
柘植,柘植[つげ],つげ,34,79508,0,"Japanese box tree (Buxus microphylla var. japonica),Japanese boxwood"
紛れる,紛[まぎ]れる,まぎれる,34,6146,3,"to disappear into,to be lost in,to slip into,to get mixed in among,to do something under the cover of (confusion, etc.),to be almost indistinguishable,to be confusingly similar,to be diverted from (negative emotions, etc.),to forget about,to be distracted by,to be too absorbed in"
マスターキー,マスターキー,マスターキー,34,37781,5,master key
通,通[つう],つう,34,4376,1,"authority,expert,connoisseur,well-informed person,counter for messages, letters, notes, documents, etc.,understanding (esp. of male-female relations),tact,insight,supernatural powers,magical powers"
毎晩,毎[まい]晩[ばん],まいばん,34,4567,"1,0",every night
元カレ,元[もと]カレ,もとカレ,34,18849,0,"former boyfriend,ex-boyfriend"
公子,公[こう]子[し],こうし,34,43016,1,young nobleman
シャーロック・ホームズ,シャーロック・ホームズ,シャーロック・ホームズ,34,55599,,Sherlock Holmes
ハト,ハト,ハト,34,16744,1,"pigeon,dove"
キュー,キュー,キュー,34,13779,1,"cue (billiards, pool),cue stick,cue (music, theatre, etc.)"
不明,不[ふ]明[めい],ふめい,34,3089,0,"unclear,obscure,indistinct,uncertain,ambiguous,unknown,unidentified,ignorance,lack of wisdom,lack of insight"
すり替わる,すり替[か]わる,すりかわる,34,27221,0,"to be covertly swapped,to be replaced (e.g. with a counterfeit)"
関西弁,関[かん]西[さい]弁[べん],かんさいべん,34,20536,0,Kansai dialect
大事件,大[だい]事[じ]件[けん],だいじけん,33,10129,3,"major incident,major happening,big scandal"
ほえる,ほえる,ほえる,33,14517,2,"to bark,to howl,to bay,to roar,to yelp,to yap,to howl (of the wind),to roar (of the sea),to yell,to shout,to cry,to moan"
天女,天[てん]女[にょ],てんにょ,33,31923,1,"heavenly nymph,celestial maiden,beautiful and kind woman"
ちょろちょろ,ちょろちょろ,ちょろちょろ,33,22553,"0,1","trickling (of water),darting about (e.g. a small animal),scampering about,moving rapidly,flickering (of fire)"
印鑑,印[いん]鑑[かん],いんかん,33,22896,"3,0","stamp,seal"
フランス,フランス,フランス,33,6667,0,France
ホン,ホン,ホン,33,6152,1,phon (unit of loudness)
いたっ,いたっ,いたっ,33,6046,,ouch!
君島,君島,,33,81761,"0,2","Kimishima,Kimijima,Kikujima"
浜野,浜野,,33,67569,,Hamano
おんなじ,おんなじ,おんなじ,33,4707,0,"anyway,in any case,if one must ...,if one has to ...,as long as ...,same,identical,equal,alike,equivalent"
加奈子,加奈子,,33,44869,,Kanako
両端,両[りょう]端[たん],りょうたん,33,18978,"0,3","both ends,either end,both edges,double-mindedness,sitting on the fence"
つきあい,つきあい,つきあい,33,6035,"3,0","association,socializing,socialising,fellowship"
やつで,やつで,やつで,33,5353,0,"fatsi (Fatsia japonica),paperplant,Japanese aralia"
持ち歩く,持[も]ち歩[ある]く,もちあるく,33,5784,"4,0","to carry around,to carry on one's person"
灰,灰[はい],はい,33,6502,0,"ash,ashes"
つまみ,つまみ,つまみ,33,10692,0,"knob,handle,button,snack (to have with a drink),side dish,a pinch (e.g. of salt),(file) handle,picking,harvesting"
操る,操[あやつ]る,あやつる,33,2451,3,"to operate (e.g. a machine),to handle,to manage,to control,to maneuver,to steer,to have a good command of (a language),to play proficiently (of a musical instrument),to work (a puppet),to pull the strings of a puppet,to manipulate (a person, public opinion, etc.),to pull the strings,to control from the shadows,to mastermind"
古田,古田,,33,44803,0,"Furuda,Futta,Koda,Kota,Furuta"
殺人鬼,殺[さつ]人[じん]鬼[き],さつじんき,33,11785,3,"bloodthirsty killer,cold-blooded murderer,homicidal maniac"
カウンター,カウンター,カウンター,33,5055,0,"counter,counting device,(service) counter (at a bank, store, etc.),counter (at a bar, cafe, etc.),bar,counter-attack (in soccer),counter,counterpunch,automatically responding with an upload slot to someone who allows you to download (e.g. in P2P systems)"
二十歳,二十歳[はたち],はたち,33,6684,1,"20 years old,twenty"
ここから,ここから,ここから,33,3307,,"from here,from this place"
引退,引[いん]退[たい],いんたい,33,4231,0,retirement
シリーズ,シリーズ,シリーズ,33,5542,"1,2",series
カウントダウン,カウントダウン,カウントダウン,33,11185,5,countdown
久坂,久坂,,33,82057,,"Kusaka,Hisasaka"
親戚,親[しん]戚[せき],しんせき,33,3075,0,"relative,relation,kin"
入れ,入[い]れ,いれ,33,5878,,"container,receptacle,case,bag,pouch,box,holder,inserting,putting in"
沖,沖[おき],おき,33,9354,0,"open sea,Okinawa"
福浦,福浦,,33,106848,,Fukuura
