"Reading","ReadingFurigana","ReadingKana","Occurences","ReadingFrequency","PitchPositions","Definitions"
"今のうち","今[いま]のうち","いまのうち","34","2282","0","now (while the time is ripe),while one still can"
"ウミヘビ","ウミヘビ","ウミヘビ","34","76396","0","sea snake,worm eel (Ophichthidae spp.),snake eel"
"特番","特[とく]番[ばん]","とくばん","34","27129","0","special radio or television programme,television special"
"パニック","パニック","パニック","34","5583","1,2","panic"
"手間取る","手[て]間[ま]取[ど]る","てまどる","34","8197","3","to take more time than expected,to take a long time,to be delayed"
"パンク","パンク","パンク","34","11345","0,1","puncture,flat tyre (tire),blowout,bursting,overflowing,being jammed (e.g. phone lines),reaching breaking point,collapse,breakdown,going bankrupt"
"再生","再[さい]生[せい]","さいせい","34","3447","0","restoration to life,coming to life again,resuscitation,regeneration,reformation,rehabilitation,recycling,reclamation,recovery,playback,regeneration (of video or sound),views (of an online video),regeneration (of lost or damaged tissue),regrowth,rebirth,reincarnation,recall (memory),retrieval"
"暖炉","暖[だん]炉[ろ]","だんろ","34","20393","1","fireplace,hearth,stove"
"ダーツ","ダーツ","ダーツ","34","28104","1","darts"
"三枝","三枝","","34","42861","0","Mitsue,Mieda,Miegusa,Saekusa,Saigusa,Saikusa,Seegusa,San'eda,Mitsueda,San'e,Saeda,Saegusa"
"しゃあない","しゃあない","しゃあない","34","13120","","it can't be helped,so it goes,c'est la vie"
"パスワード","パスワード","パスワード","34","11625","3","password"
"あやめる","あやめる","あやめる","34","25947","3","to wound,to murder"
"宛","宛[あて]","あて","34","9116","0","aim,object,purpose,end,expectations,prospects,hopes,something that can be relied upon,snack served with alcoholic drink,pad,guard,blow,strike,addressed to,per"
"洗濯機","洗[せん]濯[たく]機[き]","せんたくき","34","12089","4,3","washing machine,(clothes) washer"
"偽札","偽[にせ]札[さつ]","にせさつ","34","48447","0","counterfeit (paper) money,counterfeit bill,counterfeit note"
"検視","検[けん]視[し]","けんし","34","28634","0","examination of a body to determine if a crime has been committed,investigation (e.g. of a crime scene)"
"菓子","菓[か]子[し]","かし","34","7146","1","confectionery,sweets,candy,cake"
"種","種[たね]","たね","34","2339","1","seed (e.g. of a plant),pip,kernel,stone (e.g. of a peach),progeny,offspring,issue,breed,paternal blood,lineage,sperm,semen,seed,cause,source,seed,origin,material (e.g. for an article),matter (e.g. of a story),subject (of discussion),theme,(news) copy,source (of a story),ingredient,main ingredient (of a piece of sushi),leaven,mechanism (of a magic trick, etc.),secret,trickery,10-point card,tane,animal card"
"ご","ご","ご","34","2004","1,0","go (board game)"
"同然","同[どう]然[ぜん]","どうぜん","34","3190","0","just like,(virtually) no different from,(almost) the same as,as good as (e.g. dead, settled)"
"月光","月[げっ]光[こう]","げっこう","34","14480","0","moonlight,moonbeam"
"逃走中","逃[とう]走[そう]中[ちゅう]","とうそうちゅう","34","16868","","on the run,on the lam"
"しさ","しさ","しさ","34","2773","1","suggestion,hint,implication"
"立証","立[りっ]証[しょう]","りっしょう","34","14877","0","establishing proof,demonstration,substantiation"
"タワー","タワー","タワー","34","13366","1","tower"
"埋蔵金","埋[まい]蔵[ぞう]金[きん]","まいぞうきん","34","44194","0","buried gold,buried treasure"
"サイズ","サイズ","サイズ","34","2569","1","size"
"麗華","麗華","","34","63510","0","Uruka"
"ウフフ","ウフフ","ウフフ","34","3101","3","tee-hee"
"わりに","わりに","わりに","34","5430","3,0","considering ...,for ...,despite ...,in spite of ...,comparatively,relatively,fairly,rather,pretty,unexpectedly"
"真っ黒","真[ま]っ黒[くろ]","まっくろ","34","6150","3","pitch black"
"それ以上","それ以[い]上[じょう]","それいじょう","34","1410","","further,above (that),greater (than that),any more"
"結論","結[けつ]論[ろん]","けつろん","34","2455","0,2","conclusion (of an argument, discussion, study, etc.),conclusion"
"どっちか","どっちか","どっちか","34","3289","","either,one (of the two)"
"兼ねる","兼[か]ねる","かねる","34","4846","2","to be unable to,to find difficult (unpleasant, awkward, painful) to do,to serve two or more functions or roles simultaneously,to contain (or combine) two or more features,to work in two or more jobs simultaneously (positions, etc.),to do alongside,to hesitate to do something (out of consideration for others),to think of the future (as well as the present)"
"根拠","根[こん]拠[きょ]","こんきょ","34","3460","1","basis,grounds,foundation,reason,authority,base (of operations)"
"がっかり","がっかり","がっかり","34","3573","3","to feel exhausted,to feel drained,to be disappointed,to be dejected,to be downhearted,to be discouraged,to be disheartened,to lose heart,to feel let down"
"ポーズ","ポーズ","ポーズ","34","4201","1","pose,posturing,pretence,(an) act,pose"
"両方","両[りょう]方[ほう]","りょうほう","34","2503","3,0","both,both sides,both parties"
"ウォッカ","ウォッカ","ウォッカ","34","37285","2","vodka"
"主催者","主[しゅ]催[さい]者[しゃ]","しゅさいしゃ","34","16150","2","sponsor,promoter,impresario,organizer,organiser"
"果たして","果[は]たして","はたして","34","2763","2","as was expected,just as one thought,sure enough,really,actually,ever"
"焦げる","焦[こ]げる","こげる","34","7630","2","to burn,to scorch,to char,to singe"
"腐る","腐[くさ]る","くさる","34","2871","2","to rot,to go bad,to decay,to spoil,to fester,to decompose,to turn sour (e.g. milk),to corrode,to weather,to crumble,to become useless,to blunt,to weaken (from lack of practice),to become depraved,to be degenerate,to be morally bankrupt,to be corrupt,to be depressed,to be dispirited,to feel discouraged,to feel down,to have the audacity to,to be bastard enough to,to lose a bet,to be drenched,to become sopping wet"
"策","策[さく]","さく","34","3692","1,2","plan,policy,means,measure,stratagem,scheme,fifth principle of the Eight Principles of Yong,right upward flick"
"駒吉","駒吉","","34","132667","","Komakichi,Komayoshi"
"有森","有森","","34","94408","2","Arimori"
"処理","処[しょ]理[り]","しょり","34","2672","1","processing,dealing with,treatment,disposition,disposal"
"周年","周[しゅう]年[ねん]","しゅうねん","34","10411","0","whole year,entire year,n-th year anniversary"
"ちゃあ","ちゃあ","ちゃあ","34","4698","","since ...,if you are going to ...,adds emphasis,if (an action, etc.),one after another,indicates repeated action"
"陰","陰[かげ]","かげ","34","4393","1","shade,shadow,behind (something),other side,back,the background,behind the scenes,behind someone's back,gloom (in someone's expression, nature, etc.),darkness"
"湯気","湯[ゆ]気[げ]","ゆげ","34","9238","1","steam,vapour,vapor"
"体育","体[たい]育[いく]","たいいく","34","6147","1","physical education,PE,gym (class)"
"原本","原[げん]本[ぽん]","げんぽん","34","31835","1,0","the original,original copy,script"
"家具","家[か]具[ぐ]","かぐ","34","6989","1","furniture"
"検査","検[けん]査[さ]","けんさ","34","3484","1","inspection (e.g. customs, factory),examination,test,check,scan (e.g. MRI, PET),audit"
"命日","命[めい]日[にち]","めいにち","34","11886","1","anniversary of a person's death,monthly return of the date of someone's death"
"しのう","しのう","しのう","34","30147","0","ascus,seed pod"
"すぐそば","すぐそば","すぐそば","34","8408","","right beside,close to,nearby"
"沼淵","沼淵","","34","157528","","Numafuchi,Numabuchi"
"魔法使い","魔[ま]法[ほう]使[つか]い","まほうつかい","34","8758","4,5","magician,wizard,sorcerer,witch,mage"
"修子","修子","","34","95699","","Shuuko,Nobuko,Nariko,Nahoko,Nagako,Osako"
"漫画","漫[まん]画[が]","まんが","34","3143","0","cartoon,comic,comic strip,manga"
"捜し出す","捜[さが]し出[だ]す","さがしだす","34","7498","4","to track down,to locate,to find out,to smoke out,to ferret out,to chase up,to discover"
"ヤード","ヤード","ヤード","34","24618","1,0","yard (unit of distance)"
"丹波","丹[たん]波[ば]","たんば","34","39470","1","Tanba (former province located in parts of present-day Kyoto, Hyogo and Osaka prefectures)"
"卓球","卓[たっ]球[きゅう]","たっきゅう","34","21600","0","table tennis,ping-pong"
"被告人","被[ひ]告[こく]人[にん]","ひこくにん","34","17242","0","accused,defendant,prisoner at the bar"
"反射","反[はん]射[しゃ]","はんしゃ","34","6290","0","reflection,reverberation,reflex,reflexes"
"指先","指[ゆび]先[さき]","ゆびさき","34","4645","0,4,3","fingertip,finger,toe tip,toe"
"スペース","スペース","スペース","34","4753","2,0","(outer) space,space (piece of type),space (between letters, words, etc.),space,room"
"廃ビル","廃[はい]ビル","はいビル","34","38623","","abandoned building,derelict building"
"よく言う","よく言[い]う","よくいう","34","5149","","to say enough (as much as required),to say plenty,to say without shame,to say impudently,to say often,to say frequently,to say well,to say cleverly,to say elegantly"
"彼の","彼[あ]の","あの","34","6418","1","that,those,the"
"群馬県警","群[ぐん]馬[ま]県[けん]警[けい]","ぐんまけんけい","34","94210","","Gunma Prefectural Police (abbr)"
"週","週[しゅう]","しゅう","34","3666","1","week"
"臭い","臭[くさ]い","くさい","34","2615","2","stinking,smelly,suspicious,fishy,clumsy,unskilled,smelling of,looking like,appearing like,smacking of,-ish"
"ピスコ","ピスコ","ピスコ","34","158206","","piston corer"
"西谷","西谷","","34","69353","2","Nishiya,Nishinoya,Nishidani,Nishitani"
"更衣室","更[こう]衣[い]室[しつ]","こういしつ","34","11984","3","locker room,changing room,dressing room"
"たから","たから","たから","34","5865","3","treasure"
"武器","武[ぶ]器[き]","ぶき","34","1620","1","weapon,arms,ordnance,weapon (something used to gain an advantage),asset"
"孫娘","孫[まご]娘[むすめ]","まごむすめ","34","16144","3","granddaughter"
"手元","手[て]元[もと]","てもと","34","3980","3","at hand,on hand,nearby,close at hand,way of moving one's arms,skill,money at hand,pocket money,grip,handle"
"重松","重松","","34","89344","","Shigematsu,Ematsu,Kasamatsu"
"役目","役[やく]目[め]","やくめ","34","2040","3","duty,role,function"
"柘植","柘植[つげ]","つげ","34","79508","0","Japanese box tree (Buxus microphylla var. japonica),Japanese boxwood"
"紛れる","紛[まぎ]れる","まぎれる","34","6146","3","to disappear into,to be lost in,to slip into,to get mixed in among,to do something under the cover of (confusion, etc.),to be almost indistinguishable,to be confusingly similar,to be diverted from (negative emotions, etc.),to forget about,to be distracted by,to be too absorbed in"
"湖","湖[こ]","こ","34","9147","3","lake (in place names)"
"マスターキー","マスターキー","マスターキー","34","37781","5","master key"
"通","通[つう]","つう","34","4376","1","authority,expert,connoisseur,well-informed person,counter for messages, letters, notes, documents, etc.,understanding (esp. of male-female relations),tact,insight,supernatural powers,magical powers"
"毎晩","毎[まい]晩[ばん]","まいばん","34","4567","1,0","every night"
"防ぐ","防[ふせ]ぐ","ふせぐ","34","2382","2","to defend against,to protect against,to prevent,to avert,to avoid"
"元カレ","元[もと]カレ","もとカレ","34","18849","0","former boyfriend,ex-boyfriend"
"公子","公[こう]子[し]","こうし","34","43016","1","young nobleman"
"シャーロック・ホームズ","シャーロック・ホームズ","シャーロック・ホームズ","34","55599","","Sherlock Holmes"
"ハト","ハト","ハト","34","16744","1","pigeon,dove"
"キュー","キュー","キュー","34","13779","1","cue (billiards, pool),cue stick,cue (music, theatre, etc.)"
"不明","不[ふ]明[めい]","ふめい","34","3089","0","unclear,obscure,indistinct,uncertain,ambiguous,unknown,unidentified,ignorance,lack of wisdom,lack of insight"
"すり替わる","すり替[か]わる","すりかわる","34","27221","0","to be covertly swapped,to be replaced (e.g. with a counterfeit)"
"関西弁","関[かん]西[さい]弁[べん]","かんさいべん","34","20536","0","Kansai dialect"
"覆う","覆[おお]う","おおう","33","3522","0,2","to cover,to hide,to conceal,to wrap,to disguise"
"大事件","大[だい]事[じ]件[けん]","だいじけん","33","10129","3","major incident,major happening,big scandal"
"影響","影[えい]響[きょう]","えいきょう","33","1310","0","influence,effect,impact"
"ほえる","ほえる","ほえる","33","14517","2","to bark,to howl,to bay,to roar,to yelp,to yap,to howl (of the wind),to roar (of the sea),to yell,to shout,to cry,to moan"
"天女","天[てん]女[にょ]","てんにょ","33","31923","1","heavenly nymph,celestial maiden,beautiful and kind woman"
"ちょろちょろ","ちょろちょろ","ちょろちょろ","33","22553","0,1","trickling (of water),darting about (e.g. a small animal),scampering about,moving rapidly,flickering (of fire)"
"印鑑","印[いん]鑑[かん]","いんかん","33","22896","3,0","stamp,seal"
"フランス","フランス","フランス","33","6667","0","France"
"ホン","ホン","ホン","33","6152","1","phon (unit of loudness)"
"いたっ","いたっ","いたっ","33","6046","","ouch!"
"上映","上[じょう]映[えい]","じょうえい","33","14952","0","screening (a movie),showing"
"旅","旅[たび]","たび","33","1770","2","travel,trip,journey"
"ファイル","ファイル","ファイル","33","5843","1","file (for holding papers),file (collection of documents),filing,keeping on file,file"
"君島","君島","","33","81761","0,2","Kimishima,Kimijima,Kikujima"
"性","性[さが]","さが","33","2698","1","one's nature,one's destiny,custom,tradition,habit,convention"
"浜野","浜野","","33","67569","","Hamano"
"おんなじ","おんなじ","おんなじ","33","4707","0","anyway,in any case,if one must ...,if one has to ...,as long as ...,same,identical,equal,alike,equivalent"
"加奈子","加奈子","","33","44869","","Kanako"
"電池","電[でん]池[ち]","でんち","33","11320","1","battery,cell"
"両端","両[りょう]端[たん]","りょうたん","33","18978","0,3","both ends,either end,both edges,double-mindedness,sitting on the fence"
"つきあい","つきあい","つきあい","33","6035","3,0","association,socializing,socialising,fellowship"
"膨らむ","膨[ふく]らむ","ふくらむ","33","4290","0","to expand,to swell (out),to get big,to become inflated"
"やつで","やつで","やつで","33","5353","0","fatsi (Fatsia japonica),paperplant,Japanese aralia"
"締める","締[し]める","しめる","33","4980","2","to tie,to fasten,to tighten,to wear (necktie, belt),to put on,to total,to sum,to be strict with,to economize,to economise,to cut down on,to salt,to marinate,to pickle,to make sushi adding a mixture of vinegar and salt,to kill (fish, poultry, etc.),to strongly press (someone),to crack down on,to keep under strict control"
"持ち歩く","持[も]ち歩[ある]く","もちあるく","33","5784","4,0","to carry around,to carry on one's person"
"灰","灰[はい]","はい","33","6502","0","ash,ashes"
"つまみ","つまみ","つまみ","33","10692","0","knob,handle,button,snack (to have with a drink),side dish,a pinch (e.g. of salt),(file) handle,picking,harvesting"
"操る","操[あやつ]る","あやつる","33","2451","3","to operate (e.g. a machine),to handle,to manage,to control,to maneuver,to steer,to have a good command of (a language),to play proficiently (of a musical instrument),to work (a puppet),to pull the strings of a puppet,to manipulate (a person, public opinion, etc.),to pull the strings,to control from the shadows,to mastermind"
"古田","古田","","33","44803","0","Furuda,Futta,Koda,Kota,Furuta"
"殺人鬼","殺[さつ]人[じん]鬼[き]","さつじんき","33","11785","3","bloodthirsty killer,cold-blooded murderer,homicidal maniac"
"カウンター","カウンター","カウンター","33","5055","0","counter,counting device,(service) counter (at a bank, store, etc.),counter (at a bar, cafe, etc.),bar,counter-attack (in soccer),counter,counterpunch,automatically responding with an upload slot to someone who allows you to download (e.g. in P2P systems)"
"現実","現[げん]実[じつ]","げんじつ","33","1125","0","reality,actuality,hard fact"
"二十歳","二十歳[はたち]","はたち","33","6684","1","20 years old,twenty"
"ここから","ここから","ここから","33","3307","","from here,from this place"
"引退","引[いん]退[たい]","いんたい","33","4231","0","retirement"
"シリーズ","シリーズ","シリーズ","33","5542","1,2","series"
"すら","すら","すら","33","1061","","even"
"カウントダウン","カウントダウン","カウントダウン","33","11185","5","countdown"
"久坂","久坂","","33","82057","","Kusaka,Hisasaka"
"親戚","親[しん]戚[せき]","しんせき","33","3075","0","relative,relation,kin"
"入れ","入[い]れ","いれ","33","5878","","container,receptacle,case,bag,pouch,box,holder,inserting,putting in"
"沖","沖[おき]","おき","33","9354","0","open sea,Okinawa"
"福浦","福浦","","33","106848","","Fukuura"
"しのぶ","しのぶ","しのぶ","33","38617","1","clothing patterned using squirrel's foot fern,squirrel's foot fern (Davallia mariesii),Lepisorus thunbergianus (species of fern),color of clothing layers under one's overcoat (light green on blue),shinobu-wake (Edo-period women's hairstyle)"
"でっかい","でっかい","でっかい","33","3318","2","huge,big,gargantuan"
"虎田","虎田","","33","172763","","Torata,Torada"
"食器","食[しょっ]器[き]","しょっき","33","6397","0","tableware"
"５日","５[いつ]日[か]","いつか","33","5263","0","5th day of the month,five days"
"決意","決[けつ]意[い]","けつい","33","2813","1,2","decision,determination,resolution"
"Ｏ型","Ｏ[オー]型[がた]","オーがた","33","29169","","type O (blood, etc.)"
"仕立て上げる","仕[し]立[た]て上[あ]げる","したてあげる","33","13040","5","to make out to be,to set someone up (as),to prepare (e.g. someone for a role),to make (e.g. ""a man out of him""),to frame"
"封じる","封[ふう]じる","ふうじる","33","4384","0,3","to seal (e.g. a letter),to prevent (e.g. movement),to forbid,to block (e.g. speech),to seal off (e.g. a building)"
"漆原","漆原","","33","55522","","Urushibara,Shibuhara,Urushihara,Shitsuhata,Shichihara,Urubara,Uruhara"
"堀井","堀井","","33","63209","","Horii,Waruteru"
"軽井沢","軽井沢","","33","28869","0","Karuisawa,Karuizawa"
"秋田谷","秋田谷","","33","181331","","Akitaya,Akitatani,Akitadani"
"いわゆる","いわゆる","いわゆる","33","2593","3,2","what is called,what you call,what they call,so-called"
"説得","説[せっ]得[とく]","せっとく","33","2254","0","persuasion"
"算段","算[さん]段[だん]","さんだん","33","11295","1,3","trying to think of a way (to do),devising means (to do),working out (how to do),contriving (to raise money),managing"
"振り回す","振[ふ]り回[まわ]す","ふりまわす","33","2724","4,3","to wield,to brandish,to flourish,to wave (about),to swing,to display (one's knowledge),to show off,to abuse (one's power),to manipulate someone"
"斉川","斉川","","33","178570","","Saikawa,Saikaha,Saigawa,Sagawa"
"荘","荘[チャン]","チャン","33","18745","1","counter for games of mahjong"
"賛成","賛[さん]成[せい]","さんせい","33","2833","0","approval,agreement,support,favour,favor"
"春菜","春菜","","33","47847","","Hanna,Haruna"
"指さす","指[ゆび]さす","ゆびさす","33","7467","3","to point at"
"パック","パック","パック","33","8623","1","pack,packet,carton,to pack,to package,to wrap,(cosmetic) face pack,face mask,facial mask,facial,package (tour, holiday, etc.)"
"ヒロイン","ヒロイン","ヒロイン","33","6483","2","heroine,female protagonist,heroine,heroic woman,brave woman"
"つう","つう","つう","33","5042","1","authority,expert,connoisseur,well-informed person,counter for messages, letters, notes, documents, etc.,understanding (esp. of male-female relations),tact,insight,supernatural powers,magical powers"
"手入れ","手[て]入[い]れ","ていれ","33","5491","3,1","care,looking after,repair,maintenance,tending,trimming,grooming,(police) raid,crackdown"
"手相","手[て]相[そう]","てそう","33","34238","2","lines of the palm (in palm reading),appearance of the palm of the hand"
"カッターナイフ","カッターナイフ","カッターナイフ","33","47610","5","box cutter,utility knife"
"わけじゃない","わけじゃない","わけじゃない","33","1355","","it does not mean that ...,I don't mean that ...,it is not the case that"
"８人","８[はち]人[にん]","はちにん","33","11526","2","eight people"
"しょっちゅう","しょっちゅう","しょっちゅう","33","4417","1","always,all the time,constantly,frequently,often"
"シャンパン","シャンパン","シャンパン","33","13903","3","champagne"
"掛ける","掛[か]ける","かける","33","2679","2","to apply (insurance),to pun (on a word),to use (a word) as a pivot word,to play on words,to be partway doing ...,to begin (but not complete) ...,to be about to ...,to address (someone),to direct (something, to someone),to do (something, to someone),to hang up (e.g. a coat, a picture on the wall),to let hang,to suspend (from),to hoist (e.g. sail),to raise (e.g. flag),to put on (e.g. a blanket),to put on top of,to cover,to lay,to spread,to put on (glasses, etc.),to wear (a necklace, etc.),to make (a call),to spend (time, money),to expend,to use,to pour (liquid) onto,to sprinkle (powder or spices) onto,to splash,to throw (e.g. water) onto,to turn on (an engine, radio, etc.),to set (a dial, alarm clock, etc.),to put on (a DVD, song, etc.),to use (a device, implement, etc.),to cause (someone inconvenience, trouble, etc.),to burden (someone),to impose,to multiply (arithmetic operation),to secure (e.g. lock),to take a seat,to sit,to rest (something on something else),to support (something on something else),to bind,to wager,to bet,to risk,to stake,to gamble,to put an effect (spell, anaesthetic, etc.) on,to hold (a play, festival, etc.),to hold an emotion for (pity, hope, etc.),to argue (in court),to deliberate (in a meeting),to present (e.g. idea to a conference, etc.),to increase further,to catch (in a trap, etc.),to set atop,to erect (a makeshift building)"
"名刺","名[めい]刺[し]","めいし","33","6532","0","business card"
"下見","下[した]見[み]","したみ","33","12160","2,0","siding (on a house),clapboard,weatherboard,preparatory read-through (e.g. of lesson notes),preliminary inspection,having a look in advance"
"かくまう","かくまう","かくまう","33","10826","3","to shelter (e.g. a fugitive),to harbour,to harbor,to hide,to give refuge to"
"幹雄","幹雄","","33","103870","","Tsuneo,Mikiosa,Mikio,Motoo"
"家の人","家[いえ]の人[ひと]","いえのひと","33","11418","","one's family,family member"
"めくる","めくる","めくる","33","6110","0","to turn over,to turn (pages),to leaf through (a book, etc.),to tear off,to strip off,to take off,to pull off (e.g. a blanket),to pull up (e.g. floorboards),to tear up"
"ネクタイピン","ネクタイピン","ネクタイピン","33","68620","3","necktie pin"
"そうなん","そうなん","そうなん","33","2261","0","(meeting with) disaster,(having an) accident,mishap,shipwreck,distress"
"激しい","激[はげ]しい","はげしい","33","1500","3","violent,furious,tempestuous,extreme,intense,fierce,strong,fervent,vehement,incessant,relentless,precipitous,steep"
"お帰り","お帰[かえ]り","おかえり","33","1806","0","return,welcome home"
"追っかける","追[お]っかける","おっかける","33","6825","4","to chase,to run after,to pursue"
"解体","解[かい]体[たい]","かいたい","33","6984","0","demolition,taking down,dismantling,disassembly,taking apart,dissolution (of an organization, company, etc.),breaking up,dissection (of a body),dismemberment"
"羽","羽[はね]","はね","33","3454","0","arrow feathers,shuttlecock (in hanetsuki),shuttlecock (in badminton),blade (of a fan, propeller, etc.),wing,feather,plume,down"
"非常","非[ひ]常[じょう]","ひじょう","33","1869","0","emergency,extreme,great,extraordinary,remarkable,unusual,terrible,severe"
"願い","願[ねが]い","ねがい","33","1783","2","desire,wish,hope,request,entreaty,plea,appeal,prayer,(written) application"
"あげく","あげく","あげく","33","6612","0","last line (of a renga),after (a long process),at the end of"
"冠","冠[かんむり]","かんむり","33","14908","1","traditional cap worn by Shinto clergy and courtiers,crown,diadem,coronet,top kanji radical,first verse of a haikai, etc.,best,peerless,first,name,title,named sponsorship of a program, event, team, etc.,counter for titles"
"金魚","金[きん]魚[ぎょ]","きんぎょ","33","12461","1","goldfish (Carassius auratus)"
"コーチ","コーチ","コーチ","33","9937","1","coach"
"響","響[ひびき]","ひびき","33","15842","3","echo,reverberation,sound (esp. the distinctive sound of an object or activity, e.g. rain, gun, gallop, drum),noise,quality of a sound (e.g. a fine phrase, clear voice, resonant bell),feeling of a sound,emotion or feeling inspired by something heard or read"
"来月","来[らい]月[げつ]","らいげつ","33","3923","1","next month"
"輔","輔[すけじろう]","すけじろう","33","55516","","Sukehiro,Sukemune,Sukejirō,Housuke,Raisuke,Sukeyuki"
"カップル","カップル","カップル","33","3869","1","couple"
"藍子","藍[あい]子[ご]","あいご","33","69713","0","mottled spinefoot (Siganus fuscescens),dusky rabbitfish,sandy spinefoot"
"ゲスト","ゲスト","ゲスト","33","7691","1","guest"
"サービス","サービス","サービス","33","2530","1","service,help,assistance,care,concern,discount,discounted item,free service,freebie,gift,service,utility,amenity,resource,(after-sales) service,servicing,(product) maintenance,service (e.g. in tennis),serve"
"平沼","平沼","","33","90885","0","Hiramuma,Hisenuma,Hitenuma,Hiranuma"
"お久しぶり","お久[ひさ]しぶり","おひさしぶり","33","2144","","it's been a long time,long time no see"
"コール","コール","コール","33","7289","1","call loan (e.g. 30-day call),call money,call,shout,call,chant,(telephone) call,(telephone) ring"
"勝ち","勝[か]ち","かち","33","1772","2","win,victory"
"きっちり","きっちり","きっちり","33","3201","3","exactly,precisely,punctually,on the dot,closely,tightly,(fitting) perfectly,properly,without fail"
"芯","芯[しん]","しん","33","6177","1","wick,marrow,staple (for stapler),(pencil) lead,stuffing,pith,core,heart,centre,center,pistil (of a flower),stamen"
"申し訳ございません","申[もう]し訳[わけ]ございません","もうしわけございません","32","2906","","I'm sorry,(it's) inexcusable,thank you very much (for help, etc.)"
"冷やす","冷[ひ]やす","ひやす","32","3556","2","to cool (from room temperature),to chill,to refrigerate,to calm down,to cool off,to regain one's composure,to relax,to be frightened (at),to be scared (of)"
"押し込む","押[お]し込[こ]む","おしこむ","32","6967","3","to break in,to burgle,to burglarize,to push into,to cram into,to stuff into,to crowd into"
"これこれ","これこれ","これこれ","32","4706","2","this and that,such and such"
"ヘルメット","ヘルメット","ヘルメット","32","12340","1,3","helmet,hard hat,protective headgear"
"におう","におう","におう","32","12245","2","to be fragrant,to smell (good),to stink,to smell (bad),to glow,to be bright,to smack of,to show hints of"
"本山","本[ほん]山[ざん]","ほんざん","32","43852","1","head temple,this temple"
"奥田","奥田","","32","46431","0","Okuda,Okuta,Onda"
"仮に","仮[かり]に","かりに","32","5100","0","temporarily,provisionally,for the time being,supposing,even if,granting that,for argument's sake"
"首輪","首[くび]輪[わ]","くびわ","32","10527","0","(animal) collar,necklace,choker"
"幸姫","幸姫","","32","174188","","Sachihime,Yukihi"
"何何","何[なに]何[なに]","なになに","32","6582","1,2,0","what,so-and-so,such and such,something (or other),what?,wait,hang on,well, well,let's see,no,oh (not at all),please,there, there"
"修学旅行","修[しゅう]学[がく]旅[りょ]行[こう]","しゅうがくりょこう","32","8549","5","excursion,field trip,school trip"
"ああああ","ああああ","ああああ","32","2031","","aaah!,oooh!,oh no!,oh boy!"
"はしご","はしご","はしご","32","21123","0","ladder,stairs,going to several places in succession (e.g. barhopping)"
"服装","服[ふく]装[そう]","ふくそう","32","4432","0","attire,dress,clothes,clothing,costume,garb"
"大金持ち","大[おお]金[がね]持[も]ち","おおがねもち","32","14106","4,3","very rich person,the super rich"
"そらす","そらす","そらす","32","4542","2","to turn away (one's eyes, face, etc.),to avert,to divert (e.g. one's attention),to evade (e.g. a question),to change (e.g. the subject),to displease,to annoy,to offend,to upset,to miss (the target, ball, etc.)"
"からむ","からむ","からむ","32","15380","2","to twine,to get tangled,to get entangled,to get caught (in),to be involved (e.g. of money in a matter),to get involved (in),to be a factor (in),to have an influence,to pick a quarrel (with),to find fault (with),to pester,to hassle"
"ボトル","ボトル","ボトル","32","10801","0","bottle"
"カッと","カッと","カッと","32","6106","0,1","acting resolutely,flaring up,burning hotly,suddenly becoming bright,flying into a rage,losing one's cool,opening suddenly and widely (e.g. eyes, mouth)"
"ラン","ラン","ラン","32","2884","1","run"
"つり上げる","つり上[あ]げる","つりあげる","32","22877","4","to lift (with a crane, ropes, etc.),to raise,to hoist,to manipulate (a price) upward,to (artificially) raise,to push up,to inflate,to jack up"
"五","五[ご]","ご","32","2393","1","five,5"
"記憶喪失","記[き]憶[おく]喪[そう]失[しつ]","きおくそうしつ","32","12635","4","loss of memory,amnesia"
"化する","化[か]する","かする","32","2564","2","to change (into),to turn (into),to transform (into),to become,to influence"
"大穴","大[おお]穴[あな]","おおあな","32","15028","0","large hole,big deficit,heavy losses,long-shot win (in horse racing, etc.),big winnings (on a long shot),a killing (made from a bet)"
"方角","方[ほう]角[がく]","ほうがく","32","5954","0","direction,way,point of the compass,cardinal direction,bearing,method,means,approach"
"急用","急[きゅう]用[よう]","きゅうよう","32","6809","0","urgent business"
"新井","新井","","32","37188","0","Niii"
"逃す","逃[のが]す","のがす","32","2547","2","to miss (e.g. a chance),to lose,to let get away,to set free,to let go,to fail to ..."
"刺殺","刺[し]殺[さつ]","しさつ","32","26927","0","stabbing to death,putting out"
"いいか","いいか","いいか","32","1845","","you see,mind you,remember,listen!"
"米原","米原","","32","83439","","Yonebara,Yonewara,Komehara,Maibara,Maihara,Yonabaru,Yonehara"
"坂","坂[さか]","さか","32","6535","2,1","slope,incline,hill,milestone,(age) mark"
"缶コーヒー","缶[かん]コーヒー","かんコーヒー","32","23870","","canned coffee"
"アレルギー","アレルギー","アレルギー","32","12650","2,3","allergy,aversion (to),strong distaste (for)"
"アルバイト","アルバイト","アルバイト","32","5270","3","part-time job,side job,part-time worker"
"震える","震[ふる]える","ふるえる","32","2083","0","to shiver,to shake,to quake,to tremble,to quaver,to quiver"
"貸し別荘","貸[か]し別[べっ]荘[そう]","かしべっそう","32","107369","3","vacation rental (property),holiday rental home"
"というと","というと","というと","32","6039","","when it comes to ...,if one were to speak of ...,when one hears ...,by ... you mean ...,when you say ... you mean that ...,so that means,whenever ...,if it's ... then (without fail)"
